GeneID	Brain_Female	Brain_Male	Cerebellum_Female	Cerebellum_Male	Heart_Female	Heart_Male	Kidney_Female	Kidney_Male	Liver_Male	Testis_Male
ENSG00000134443	3.945386	0	0.1343251	0	15.81822	0	0.09709907	6.466668	3.22327	0.3153471
ENSG00000170619	0.4731024	0.5721584	3.103116	170.2636	0.6858366	0	0	5.211559	28.56852	0
ENSG00000131368	0	0	0	0	0	1.58875	0.247584	0.04399714	2.048387	0.185057
ENSG00000184677	1.049585	3.694834	0	0	1.513427	11.47717	29.71225	0.3412769	0.04454132	1.881569
ENSG00000204954	0	0	0.1464602	2.503754	0	0	0	0.9501246	1.369605	0
ENSG00000146918	0.1512472	0	0	16.17459	10.48114	0.09829634	2.373124	0.03674438	0	542.573
ENSG00000066279	0.179092	0.05448949	17.63493	0	0.1700192	0	2.837904	0.5342603	0	0
ENSG00000117697	95.54149	0.1226933	35.36572	0	0	1.543144	5.761337	4.339131	5.54409	0.7177571
ENSG00000196236	0	3.679816	19.06711	1.248415	3.596197	93.47688	0.2641125	0	3.1952	0
ENSG00000155304	0.395297	0.7054694	0.1073474	4.47825	166.9516	0	0.6946847	0	42.92839	0
ENSG00000130054	36.99271	0	3.378141	0	0	4.7279	24.94575	0.1648044	0	0
ENSG00000091527	0.0531157	21.38006	6.563751	0	0	0.6604724	0.2467622	0	4.665957	7.297157
ENSG00000198805	0	0.04490642	0	32.47674	0	0	0	0.3806686	4.002214	31.42391
ENSG00000093072	0.8909088	0.2728105	1.210631	0.1677956	0	1.076302	0	1.237454	2.713029	0
ENSG00000005955	1.270031	0	8.461944	0	0	22.42389	0	0.2263406	0.1291657	1.650051
ENSG00000147168	13.36696	18.25692	4.135081	0	1.257551	0	4.252727	0.06072471	22.24242	0
ENSG00000165102	0.08666011	0	0	0.715582	0	0.3565401	0.2035165	0	4.29771	0.2992895
ENSG00000093009	0	0.06556922	0	0.2122608	67.39193	0	0	0.4810014	0	70.78535
ENSG00000145604	11.25776	0.236325	0	4.167931	0	1.188384	0	14.70558	0	0
ENSG00000188343	0.05685182	0	0	25.4434	1.904844	0	2.268635	0	0	1.764985
ENSG00000213927	0.1262373	0	0.5688286	12.27314	0	2.717436	0	0	0	16.04499
ENSG00000174628	0.4911678	12.95973	0	0	0	0	0	2.144597	0	0.09518009
ENSG00000005194	0	0.1182514	27.70658	0	0	0	8.247669	0.1817755	19.17946	6.376627
ENSG00000155906	0	0	0	0.535196	0.3171261	0	1.363504	0	10.24861	37.02255
ENSG00000143633	0.8628143	0	2.371831	0	0.1127282	0	0	46.69354	0.1135267	19.91296
ENSG00000171136	3.522705	6.940867	22.03396	0	0.5425515	0.03922294	0.4359317	4.317817	0.33751	0
ENSG00000112619	0.6032883	0	0.3211873	0.2111909	0.8883941	0	0	0	0.4747564	1.937698
ENSG00000089154	0	6.225345	0	0.3665202	0.2595615	1252.283	0.2926891	1.475514	0	1.060022
ENSG00000139291	0	0	0	0	0	0.148393	19.49817	0	1.097463	0
ENSG00000168026	0	0	0	2.272746	0	0	0.6677733	0	0.09123535	0
ENSG00000136732	0	0	0.3856437	0	0	0	22.89849	20.32762	0.05486393	0
ENSG00000017373	15.95601	6.365922	0	0	0	1.541216	0	0.379123	0.05348434	0
ENSG00000241973	0	0	0.08814689	11.37599	0	0	0	0.4125972	4.523135	0
ENSG00000117475	0	0	0.1612412	13.51804	0	0.5238857	0.9937214	2.285154	0	0
ENSG00000151838	0	5.901016	4.452986	0.07407856	1.105494	12.54726	0	0	0.06225942	0
ENSG00000165807	0	0	47.46267	0.05372189	0	0	0.1719423	5.978965	2.791389	0
ENSG00000181830	0	0	0	0	0	60.74504	0	0	0.3889471	0.04653853
ENSG00000108256	0	0	26.7831	1.75917	0.6550148	0	0	0	0.186345	0
ENSG00000174227	0.5190432	0	0.5385803	0	0	0	1.103593	18.14941	3.982467	9.546089
ENSG00000114107	0	0.04657872	0.145376	0	1.339942	0	0	0	0	1.94146
ENSG00000130177	0	0.2311494	1.027658	5.787798	0	0	4.688486	5.242542	0.1682494	0
ENSG00000221366	0	0.04767686	0	0	0	0.08525267	31.68195	0	0.3949508	0
ENSG00000014123	12.99642	0.3456825	1.17324	0	0	0.05210723	0	0	0	8.085482
ENSG00000130255	0	14.42359	0.0626342	4.79887	0	0	1.064376	4.152011	0	0
ENSG00000187145	0.1902818	0	0	0.05332851	0	0	1.247215	0	0.1056428	0
ENSG00000199411	0	0.3546492	0	1.73531	0.4245571	0	5.632466	0	7.676029	0
ENSG00000121022	26.30324	9.700463	0	1.006162	0	1.5618	0	15.364	0	48.02508
ENSG00000156042	0	0.127704	12.92495	0.455592	0	2.305523	0	0.04667466	0.5608086	1.889434
ENSG00000167721	0	0.07115781	0	0	0.2327434	2.92315	0.2864358	3.360136	0	25.05935
ENSG00000204227	14.41285	0	0	0	48.99751	0	56.32127	0.1054896	47.55203	1.094698
ENSG00000212443	0	0	8.241517	11.04484	0	0	0	0	0.1044901	0.2386926
ENSG00000156858	0	2.281989	2.847426	0	0	17.13028	0	0	0.05445679	0
ENSG00000103978	0	0.6613585	0.9107096	0	0	0	0	0	0	1.297564
ENSG00000105640	0	0	0	0.4438978	1.017412	12.72989	8.106736	0	0	6.850382
ENSG00000174948	1.502497	0.2528441	0	0	0	0.2963925	0	0.7910097	0	19.4161
ENSG00000175567	0	2.809094	0	0	0.4272743	0	0	0	4.887862	0
ENSG00000122705	0	0.05102964	0.24371	1076.372	11.63578	0	0	0	2.237112	0
ENSG00000135297	0	1.385994	5.847051	35.73003	4.211348	3.567526	10.38955	0	23.383	16.84622
ENSG00000184992	9.414233	0	9.56522	0	0	0	16.50681	0	0	8.543236
ENSG00000104164	1.661892	0.1533315	0	0.09235861	0	0.6395602	0	0	0	0
ENSG00000143951	1.121844	1.364256	0.7580103	4.462232	0	0	34.35231	0	1.015758	17.2323
ENSG00000139684	0	0	0.9217336	3.285008	37.25038	6.758976	1.997553	0	4.145996	0.1935186
ENSG00000139579	0	2.555797	0	8.809798	0	0	1220.827	134.7684	0	0
ENSG00000184203	17.27501	0	0	618.0997	0	2.978889	0	0.04447407	6.216746	0.5827711
ENSG00000188895	0	0	0.7513445	28.98226	9.043277	30.27971	3.489466	0	2.191334	0.1841697
ENSG00000153086	0.5512288	0	10.65216	0	0	0	0.6819785	0.4416951	0	0.3648486
ENSG00000159322	0	0	0.1615251	9.355833	50.30351	0.1419403	1.717584	27.2964	0	1.208918
ENSG00000129518	28.98714	0	0.2547699	12.66308	1.19344	0	3.405806	0.1489899	0	0.3421993
ENSG00000140400	5.213882	0	0.390012	0	15.47967	0	12.05609	0	0.06442409	3.433029
ENSG00000004838	0	0	0.1897291	4.463438	0.5371464	4.943332	6.124092	40.76971	0	1.979017
ENSG00000135185	0	0.342956	7.262733	1.145384	0	11012.06	0	0.04784394	0	0
ENSG00000166920	0	0	0	0	0	0	20.1402	0.04805263	0	2.297418
ENSG00000204442	0.06049308	0	5.97115	0	0	0	0.7728929	0	0.4987925	0.4340797
ENSG00000241468	0.3840108	0	0	0	0	2.215747	25.09519	2.94734	2.943196	1.081706
ENSG00000141933	0	20.47304	0	2.360612	0.480148	34.11832	0.9186855	0	0.6637436	0
ENSG00000151500	0	0	0	6.382437	0	0	0	1.73335	22.38806	0.5744579
ENSG00000100908	3.139481	8.357272	0.07589172	0	0.655548	10.06712	67.55537	12.25273	0	64.36502
ENSG00000150459	0	0.08358366	0	0	0	0	0	0	0.09904838	6.023742
ENSG00000105486	1.222786	0	0	1.482525	12.67145	0.2879634	10.90431	0	0	0.2107123
ENSG00000148926	0.08124923	3.207829	65.81069	2.174422	0.2024069	0.1792591	0	0	0.8590588	3.205677
ENSG00000124596	48.62278	3.828757	0	0.1986888	0	0	0	0	0	20.1849
ENSG00000146733	2.82568	1.458448	0.3777591	32.41177	1.174814	0.3863078	0	0	0	0
ENSG00000182271	4.70298	0	0	17.08561	0	0	0	2.278656	0	0
ENSG00000119280	1.385717	0	0.05039864	0	6.935881	0	3.855818	17.62979	0	0
ENSG00000101161	0.9804478	4.396188	5.153433	0.05819471	4.266399	0.4288834	0	6.719067	9.985174	14.44658
ENSG00000163444	0	0	0.1047673	0	5.608162	0.6287321	5.023287	24.45848	0.170956	16.69954
ENSG00000100319	0.7298055	0	0	0.06222792	68.52186	8.592151	0	2.000234	0.8561926	97.92436
ENSG00000128050	0	25.52524	0.3074396	0	107.4362	0	7.563682	2.977313	0.07737546	0.8196041
ENSG00000115839	0.04930999	0	0	0.08507427	0	1.116077	0.04143149	8.861091	5.085565	2.816458
ENSG00000207572	0	0	0	0	0.07696535	52.69968	0.3928469	0	0.3054165	0
ENSG00000139055	2.264682	2.952693	0	0	0	0	6.738321	0.2547003	1.202586	0
ENSG00000164163	0	0.3363263	10.36295	0	0	43.10389	11.82295	9.746051	1.105911	0
ENSG00000107959	0	0	0	0	0	0	0.2978095	0	0	0
ENSG00000167461	3.594067	0.05840314	0	8.50168	2.095315	0	4.977991	0.09674143	0	0
ENSG00000133103	0	1.614299	0	0	3.214194	0	1.1952	0	25.30708	0.7788749
ENSG00000149346	0.1298552	0	0.6048002	12.44823	122.6124	0.1251672	39.56151	0	0	0
ENSG00000144868	0	5.067525	0.8604976	6.49686	0	0.05679553	0.3825519	0	0	0
ENSG00000197953	0	3.968813	0	2.279336	0.146283	0	0	17.45402	0	0
ENSG00000094841	0	2.42594	0	0	0	4.174124	5.719967	0.1188683	0	1.98765
ENSG00000145414	0	0.3950239	0.9629814	0	0	1.217365	7.951975	0.107558	0	0
ENSG00000146281	0	0.838152	0	0	0.8509907	2.854844	0	31.18547	41.86605	0
ENSG00000171444	0	0.1090253	1.923589	1.463027	0	1.061248	0.0998429	0	6.24912	1.037947
ENSG00000212452	0	142.0893	0	0.162966	0	21.38451	1.531758	0	0.9988637	0
ENSG00000100028	0	0.3103003	23.23434	0.04224177	7.478728	0	20.84405	0	2.426676	1.868909
ENSG00000117593	11.31985	0	0	0.9723805	0.2070316	0	7.954496	1.548313	0	0
ENSG00000023228	0	0	3.950096	0	0	0	0	0	0.04675622	0
ENSG00000198839	0	0	0.1739767	0.05439024	0	0	4.750082	3.274251	9.67756	1.125921
ENSG00000205659	0	3.128108	13.40257	13.24864	0	0.4679492	0	10.47605	3.137512	0.2674225
ENSG00000099994	0	2.345775	0	0	0	0.2329918	58.46718	0	1.872509	0
ENSG00000111581	0	0.6636026	2.710752	0	0	1.240165	3.368744	0	0	2.075881
ENSG00000136114	0.09728718	5.454809	0.9359552	0	12.67819	0	4.527809	2.111241	0.2485825	0
ENSG00000100744	0	0.4050369	0	0.9791091	0	0.4791223	0	4.182587	1.146461	0
ENSG00000122711	5.272128	29.38549	5.655682	2.940399	0	0	0	0	0	0.3076094
ENSG00000143553	0.3322562	5.096562	5.696541	0	0	0	4.157837	0.4893418	0	0.7774783
ENSG00000206535	0	0	0	0	0.5986481	0.07057561	0	1.11085	0.2687699	68.73709
ENSG00000107938	0	0	2.27777	0	0	0.6493542	4.096494	0	0	0
ENSG00000071082	0	9.878017	2.213393	0	0	0	6.777417	1.170837	0	0
ENSG00000151835	14.34113	1.192839	2.463552	0.3162267	0.09355025	0.7900034	4.207842	150.627	0	0
ENSG00000060762	0	0	5.592774	0.9053956	0.1804645	0	3.960848	0	0	16.32393
ENSG00000104763	0	0	0	0.6723118	0	9.535432	0	6.131464	0.4327101	0
ENSG00000175806	0	0	0	34.2548	0	0	0	2.166519	26.22108	12.08123
ENSG00000132792	0.7830052	45.30075	0.1443626	0.1018084	0	0.08540818	0	0	0	5.429663
ENSG00000106638	1.024799	0.1030121	0.3266287	0	0	0	0	0.177452	0	63.31
ENSG00000198523	0.08470443	0	0	0.5771786	12.71227	0	14.09883	3.610152	0	1.363101
ENSG00000166946	0.1030692	0	0	0.5334849	0	0.1382722	0.1370577	68.57104	0	23.72969
ENSG00000187583	2.579297	0	10.21414	2.22328	0.05697424	0	0.8966062	0	0	0
ENSG00000109084	0	0.2451272	9.756166	50.56199	4.486184	0.0516529	0.05422999	7.79279	0	0.6027819
ENSG00000176907	0	0	1.690863	0	0	0	2.094547	0	3.486702	1.539408
ENSG00000142534	23.30633	0.07537344	0	0.1569845	0	1.084028	0	1.067806	2.975184	6.964409
ENSG00000101003	0	0	0.4257243	1.097338	0.09391946	0	0	0	0	0.9425137
ENSG00000104808	2.417184	0	0	0	0	0	11.39221	0	20.92612	0.2139441
ENSG00000238363	0	0.3912069	0	2.405795	0	0	64.47115	0.08975638	0	1.985279
ENSG00000118434	0	0	41.24552	0	0	0	0	0.1739329	0.1056863	2.315646
ENSG00000181751	0	0	8.741293	0.05356874	58.765	0	13.74628	0.1245055	0	0
ENSG00000167861	0	0	0	2.190799	0	0	0.4121405	9.537902	3.652592	4.641413
ENSG00000207939	0	16.41333	1.638822	0.0418551	0	5.548175	12.00088	0	0	0.3475072
ENSG00000106477	4.060706	0	5.442483	0	0	0	0	0	0	0.6655949
ENSG00000164053	0	1.628828	0	0	283.2872	0.06122411	22.98607	0.4622795	0	0.5789341
ENSG00000005812	0.3737131	0	0.4730182	0	0.05126137	0.05411883	14.98974	0.06648964	0	0.1834847
ENSG00000111269	0.1359944	0.4570565	13.59357	0	0.7892751	22.49538	0.1173499	20.52917	1.40639	29.81942
ENSG00000140025	0	0.7255604	31.69615	0	0.08480878	1.415092	0.5870509	5.031375	9.738942	4.800487
ENSG00000062650	0.2085915	0.1651948	0	0	0.664427	0	0.1407518	0.2728814	0	0.1461695
ENSG00000134146	0	1.669976	2.036953	0.850169	7.243831	0	122.033	1.392008	1.855423	0
ENSG00000171033	93.61988	4.187318	0	0	1.158173	0	1.209115	9.866833	7.107521	23.99143
ENSG00000087206	0	0	0.2347166	0	0	0	0.352016	2.464393	0	0
ENSG00000197629	0.1559735	0.1715464	5.482803	40.55732	0	0	18.81698	0	0	3.014076
ENSG00000128915	0	0.4610514	98.10798	0	0	12.09754	54.99552	0	15.15985	7.825364
ENSG00000147419	0	0	2.232729	38.17077	0	2.511138	0	0	0	0.5700397
ENSG00000165555	6.812522	0	2.57308	0	0.375064	8.534742	0.9801734	0.08683865	0	0.1511568
ENSG00000103353	114.5449	0.1200438	0	0	0.04002153	1.514955	0.3953564	4.044762	0	0.3406551
ENSG00000115919	0	2.490223	0.4796949	0	0	0	0.2485825	8.935627	0	0
ENSG00000165312	0	0	0	2.327159	0	7.841872	136.0438	250.5033	7.253975	0
ENSG00000004139	0	0	0.04114817	0.4087705	0	0	3.844164	6.824309	0.0439614	18.50735
ENSG00000145979	0.9970162	5.461938	0	0	0	0	0.3247796	1.476727	0.06475624	0
ENSG00000173013	2.118294	16.1075	0	0	1.137094	0	0.08199918	0	0	0
ENSG00000175894	47.67584	0.04240971	0	0	0.3855643	10.58797	0.8047965	1.22367	0	0
ENSG00000143476	5.673134	0	0	0	0	0	1.914905	0.6972452	0	0.2992126
ENSG00000198270	2.98449	0.1531439	0	0	0	0	0	9.271492	0	0
ENSG00000059588	58.86628	0.9672442	4.030959	0	0	0	0	0	0	17.72897
ENSG00000111405	14.54859	0	0.05565093	0	0.5373338	0.09387803	12.376	0	0	0
ENSG00000144580	4.270946	0	0	1.182768	1.012076	0.4903284	0	61.41765	6.498496	5.819423
ENSG00000163960	6.6849	111.0622	0	0	1.433552	0	0	0	5.817891	0
ENSG00000163607	0.1024928	0	0	0	0	0	24.72788	2.522286	0	0.3263223
ENSG00000156172	0	0	45.42662	0	0	0.3169149	0	0.9850309	3.6514	109.9545
ENSG00000152147	0	31.31992	0	0	8.372935	0	0	0	11.81638	0.2732139
ENSG00000173915	0.1816304	0	0.4625567	0	0	2.687682	2.098193	0	0	0.8393614
ENSG00000143158	0.07229132	0	15.86363	0	0.09486916	0	0	4.653958	3.16987	12.37848
ENSG00000100142	0.1387608	0.04309026	0.276	10.09455	19.22038	0	0	0.0507327	74.787	1.08986
ENSG00000140990	0	0	0	0.7823357	0	0.2731318	0	0	0	0
ENSG00000130023	0	0.06858017	0.1598846	0	0.828893	9.156087	0.3188797	4.124984	0	0
ENSG00000100206	8.836745	0.1034413	0	4.164936	0	0.9529232	0.1684683	0.07790515	0	0
ENSG00000163319	14.98151	28.03885	13.58951	0	0	0	0.6021829	5.439231	0.1649991	0
ENSG00000114021	0.08196871	0.3418226	1.328638	0	69.7876	1.821304	0	2.404606	0	0.2259936
ENSG00000165699	0	0	0.1241702	0	0.05187264	11.93011	3.706284	0.8515243	0	0
ENSG00000140807	0.3459363	0	0	42.48661	0	0.5618076	33.12877	1.136951	0.2129948	0
ENSG00000076641	0	0	0	0	0.2618769	0	2.999636	0	2.994277	2.150915
ENSG00000154493	9.861308	91.99081	0	0.5732625	0	0	0	0	0	0
ENSG00000211584	1.944497	0	0	0	5.018618	13.11993	0	0	0.03760487	0.4263014
ENSG00000072080	0	0	0	2.02661	0	0	0.2037794	0	1.472659	0
ENSG00000120885	0	29.60244	0.06255453	0	0.2130908	14.6276	0.5530368	0	0	3.314802
ENSG00000170430	10.6288	4.917431	0	5.062417	0.07750066	0	0	0	8.130102	0.3915559
ENSG00000068400	0.1924542	0	0	5.08107	2.324105	1.874859	31.41477	1.516816	36.46897	0.1724012
ENSG00000164463	19.60633	0	0	3.646982	1.031451	8.475119	0.07728948	0.6487961	0.05909434	0.1040008
ENSG00000243710	0	0	0	0	12.17614	0	0	0.7634448	9.273904	0.322487
ENSG00000172315	0.1487555	782.4293	1.235063	0.04965617	0	0.07718326	0.06613184	0.2145134	0	9.473088
ENSG00000184076	0.2464785	0.323259	0	0	2.100069	0	0	0.07745011	0.582851	7.935532
ENSG00000071539	0	0.04765568	149.9012	90.5072	5.886399	0	0.06966101	0	3.184785	16.44065
ENSG00000101474	0	0	0.3148753	0	0	0	0	0.6591392	0.271731	0.429474
ENSG00000219545	0	0.3380912	48.13083	3.239763	0	102.357	0	9938.8	0	3.047594
ENSG00000011523	0	0.4171532	2.7525	0	8.547744	0.4902456	0.1027599	0	2.981739	0.2744262
ENSG00000167550	2.592102	0	7.400792	0.2911774	0	0	0.558596	3.558235	0.1423218	8.269691
ENSG00000166595	0.04342352	5.361919	0	1.269679	90.87926	0.0885273	0	0	0	0
ENSG00000186795	0	17.73752	0	0	0	0.1980227	0	0.9022685	18.79772	0.5520146
ENSG00000053501	6.211835	0	14.32867	0.2711153	0	0	69.054	1.309991	0	0.07248328
ENSG00000138246	32.6352	7.661295	0	0.122647	0	0	10.02728	7.984118	37.82443	0
ENSG00000101052	247.23	0.1509313	0.7482126	0	2.015753	0	8.972582	0	0	0
ENSG00000197548	0	0	0	4.764216	27.3369	0	0.1736521	0	0	9.1785
ENSG00000106952	7.872617	3.42798	0	0	12.29774	0.03974717	6.862873	2.369009	5.969385	2.666117
ENSG00000145506	22.00226	2.840127	0	9.407878	0	0.03676392	0.3356076	0	0	1.536284
ENSG00000138614	0	1.461404	0	1.693631	0	3.794221	0	1.362337	0	1.154352
ENSG00000125246	11.14589	0	0	0	0	0.06524311	0.6140081	13.54169	0	21.50675
ENSG00000101236	0	0.1616553	8.383637	0	0.2060919	9.203252	0.3118228	5.66822	27.92145	0
ENSG00000141428	8.134546	0.07396257	0	0	0.9591042	41.92059	0	0	0	22.96274
ENSG00000183155	5.503211	0.4130724	0	12.46107	0.1812451	0.4669106	0	4.575386	0.09601329	2.069922
ENSG00000141556	0.2704214	5.296772	16.05534	0	5.28192	0.1309122	33.60458	1.300888	0.1012967	0
ENSG00000168393	0.05949213	1.560726	38.38846	0.08311015	0	0	1.020885	0.357726	0.09601329	0
ENSG00000162961	0.1515529	3.779814	0	0.6910917	0	0	0	0	16.64605	0
ENSG00000167476	0	0	2.529957	0	0	0	0	2.406921	0.05492598	0
ENSG00000239043	0.252128	0.1535003	0.1360409	0.2250579	0	0	0.7770088	0.08161904	2.46085	3.097715
ENSG00000114742	8.626446	0.09731418	23.1908	0	5.996639	10.92644	76.22515	0.1366695	27.18068	14.94997
ENSG00000132646	0.1475972	60.96189	0	21.0447	0	23.56435	3.470729	4.016423	0.9947018	0
ENSG00000104324	0.09880428	0	0	0	0	0	0.07427525	0.1187599	0.5471236	0
ENSG00000148154	2.499598	0	2.513116	0.5167448	4.449373	0	0.4230065	0	0	0
ENSG00000130988	0	0	0	0	0.4615669	145.5277	9.319907	0	0	1.70477
ENSG00000114026	0.09842623	1.394566	85.88128	12.11629	0	26.1479	27.49691	0	1.171394	7.672219
ENSG00000180644	0	0.9667705	0.06636749	26.0905	7.898043	0	5.470945	0	0	2.929002
ENSG00000138867	0.1268249	0	0	1.187401	0	0.1563867	0	32.64849	0	1.428954
ENSG00000145241	0	0	8.928654	13.34721	2.03207	0.5711551	0	0	0	9.314938
ENSG00000114982	0.2664985	4.685064	0	0	0.1340069	5.988559	0	0.8112167	36.23261	7.242032
